"lab","subject","scenario","attribution","punishment","outcome","prison","mental_inst","free"
28,"28_61","jealous_rage",0,3,"free",0,0,1
28,"28_62","operable",1,2,"prison",1,0,0
28,"28_63","inoperable",0,1,"mental_inst",0,1,0
28,"28_64","jealous_rage",1,2,"mental_inst",0,1,0
28,"28_65","jealous_rage",0,4,"prison",1,0,0
28,"28_66","jealous_rage",1,4,"mental_inst",0,1,0
28,"28_67","jealous_rage",0,4,"free",0,0,1
28,"28_68","operable",1,3,"prison",1,0,0
28,"28_69","inoperable",0,3,"free",0,0,1
28,"28_70","inoperable",1,4,"prison",1,0,0
28,"28_71","inoperable",0,7,"mental_inst",0,1,0
28,"28_72","inoperable",1,6,"free",0,0,1
28,"28_73","jealous_rage",0,4,"free",0,0,1
28,"28_74","jealous_rage",1,2,"free",0,0,1
28,"28_75","operable",0,1,"mental_inst",0,1,0
28,"28_76","inoperable",1,3,"mental_inst",0,1,0
28,"28_77","jealous_rage",0,5,"prison",1,0,0
28,"28_78","inoperable",1,7,"prison",1,0,0
28,"28_79","inoperable",0,6,"prison",1,0,0
28,"28_80","jealous_rage",1,1,"free",0,0,1
29,"29_1","inoperable",0,2,"mental_inst",0,1,0
29,"29_2","operable",1,5,"free",0,0,1
29,"29_3","inoperable",0,1,"free",0,0,1
29,"29_4","inoperable",1,6,"prison",1,0,0
29,"29_5","inoperable",0,4,"mental_inst",0,1,0
29,"29_6","operable",1,3,"mental_inst",0,1,0
29,"29_7","inoperable",0,7,"prison",1,0,0
29,"29_8","inoperable",1,5,"mental_inst",0,1,0
29,"29_9","inoperable",0,6,"free",0,0,1
29,"29_10","jealous_rage",1,1,"prison",1,0,0
29,"29_11","operable",0,7,"mental_inst",0,1,0
29,"29_12","operable",1,2,"prison",1,0,0
29,"29_13","jealous_rage",0,2,"mental_inst",0,1,0
29,"29_14","operable",1,1,"free",0,0,1
29,"29_15","jealous_rage",0,3,"free",0,0,1
29,"29_16","inoperable",1,4,"prison",1,0,0
29,"29_17","jealous_rage",0,4,"prison",1,0,0
29,"29_18","jealous_rage",1,4,"prison",1,0,0
29,"29_19","jealous_rage",0,4,"mental_inst",0,1,0
29,"29_20","inoperable",1,1,"mental_inst",0,1,0
29,"29_21","operable",0,6,"prison",1,0,0
29,"29_22","inoperable",1,4,"free",0,0,1
29,"29_23","inoperable",0,2,"mental_inst",0,1,0
29,"29_24","inoperable",1,2,"prison",1,0,0
29,"29_25","jealous_rage",0,3,"prison",1,0,0
29,"29_26","operable",1,5,"prison",1,0,0
29,"29_27","operable",0,3,"prison",1,0,0
29,"29_28","inoperable",1,3,"free",0,0,1
29,"29_29","jealous_rage",0,4,"mental_inst",0,1,0
29,"29_30","operable",1,5,"mental_inst",0,1,0
29,"29_31","jealous_rage",0,3,"prison",1,0,0
29,"29_32","inoperable",1,5,"mental_inst",0,1,0
29,"29_33","jealous_rage",0,5,"free",0,0,1
29,"29_34","inoperable",1,6,"mental_inst",0,1,0
29,"29_35","operable",0,4,"mental_inst",0,1,0
29,"29_36","inoperable",1,5,"prison",1,0,0
29,"29_37","inoperable",0,4,"prison",1,0,0
29,"29_38","operable",1,3,"free",0,0,1
29,"29_39","operable",0,7,"free",0,0,1
29,"29_40","jealous_rage",1,2,"prison",1,0,0
29,"29_41","inoperable",0,5,"mental_inst",0,1,0
29,"29_42","inoperable",1,2,"prison",1,0,0
29,"29_43","operable",0,7,"mental_inst",0,1,0
29,"29_44","operable",1,2,"mental_inst",0,1,0
29,"29_45","inoperable",0,5,"mental_inst",0,1,0
29,"29_46","operable",1,7,"free",0,0,1
29,"29_47","jealous_rage",0,3,"free",0,0,1
29,"29_48","operable",1,4,"free",0,0,1
29,"29_49","operable",0,3,"free",0,0,1
29,"29_50","jealous_rage",1,6,"free",0,0,1
29,"29_51","operable",0,5,"mental_inst",0,1,0
29,"29_52","operable",1,7,"mental_inst",0,1,0
29,"29_53","jealous_rage",0,3,"free",0,0,1
29,"29_54","operable",1,3,"mental_inst",0,1,0
29,"29_55","operable",0,2,"mental_inst",0,1,0
29,"29_56","jealous_rage",1,2,"mental_inst",0,1,0
29,"29_57","jealous_rage",0,5,"prison",1,0,0
29,"29_58","jealous_rage",1,4,"free",0,0,1
29,"29_59","operable",0,5,"free",0,0,1
29,"29_60","inoperable",1,4,"mental_inst",0,1,0
29,"29_61","inoperable",0,3,"mental_inst",0,1,0
29,"29_62","inoperable",1,6,"mental_inst",0,1,0
29,"29_63","jealous_rage",0,5,"mental_inst",0,1,0
29,"29_64","inoperable",1,7,"prison",1,0,0
29,"29_65","operable",0,2,"mental_inst",0,1,0
29,"29_66","inoperable",1,5,"prison",1,0,0
29,"29_67","operable",0,7,"prison",1,0,0
29,"29_68","jealous_rage",1,2,"prison",1,0,0
29,"29_69","jealous_rage",0,3,"free",0,0,1
29,"29_70","jealous_rage",1,3,"prison",1,0,0
29,"29_71","jealous_rage",0,7,"free",0,0,1
29,"29_72","operable",1,7,"prison",1,0,0
29,"29_73","jealous_rage",0,4,"mental_inst",0,1,0
29,"29_74","jealous_rage",1,5,"prison",1,0,0
29,"29_75","jealous_rage",0,6,"mental_inst",0,1,0
29,"29_76","inoperable",1,4,"mental_inst",0,1,0
29,"29_77","operable",0,3,"mental_inst",0,1,0
29,"29_78","operable",1,4,"prison",1,0,0
29,"29_79","operable",0,6,"mental_inst",0,1,0
29,"29_80","jealous_rage",1,6,"free",0,0,1
30,"30_1","inoperable",0,2,"prison",1,0,0
30,"30_2","inoperable",1,3,"prison",1,0,0
30,"30_3","inoperable",0,7,"prison",1,0,0
30,"30_4","inoperable",1,3,"free",0,0,1
30,"30_5","inoperable",0,4,"prison",1,0,0
30,"30_6","jealous_rage",1,1,"free",0,0,1
30,"30_7","jealous_rage",0,5,"mental_inst",0,1,0
30,"30_8","inoperable",1,7,"prison",1,0,0
30,"30_9","jealous_rage",0,5,"mental_inst",0,1,0
30,"30_10","operable",1,1,"prison",1,0,0
30,"30_11","jealous_rage",0,2,"prison",1,0,0
30,"30_12","inoperable",1,3,"prison",1,0,0
30,"30_13","operable",0,3,"prison",1,0,0
30,"30_14","inoperable",1,2,"mental_inst",0,1,0
30,"30_15","operable",0,4,"free",0,0,1
30,"30_16","jealous_rage",1,5,"prison",1,0,0
30,"30_17","jealous_rage",0,3,"prison",1,0,0
30,"30_18","jealous_rage",1,7,"mental_inst",0,1,0
30,"30_19","operable",0,2,"mental_inst",0,1,0
30,"30_20","inoperable",1,5,"free",0,0,1
30,"30_21","operable",0,3,"free",0,0,1
30,"30_22","jealous_rage",1,7,"mental_inst",0,1,0
30,"30_23","inoperable",0,6,"mental_inst",0,1,0
30,"30_24","operable",1,5,"mental_inst",0,1,0
30,"30_25","operable",0,3,"mental_inst",0,1,0
30,"30_26","operable",1,2,"mental_inst",0,1,0
30,"30_27","operable",0,4,"free",0,0,1
30,"30_28","operable",1,1,"prison",1,0,0
30,"30_29","operable",0,2,"prison",1,0,0
30,"30_30","jealous_rage",1,5,"free",0,0,1
30,"30_31","inoperable",0,1,"prison",1,0,0
30,"30_32","inoperable",1,1,"prison",1,0,0
30,"30_33","inoperable",0,2,"mental_inst",0,1,0
30,"30_34","inoperable",1,1,"prison",1,0,0
30,"30_35","operable",0,4,"mental_inst",0,1,0
30,"30_36","inoperable",1,6,"free",0,0,1
30,"30_37","inoperable",0,1,"free",0,0,1
30,"30_38","inoperable",1,2,"mental_inst",0,1,0
30,"30_39","operable",0,3,"free",0,0,1
30,"30_40","jealous_rage",1,7,"mental_inst",0,1,0
30,"30_41","inoperable",0,1,"mental_inst",0,1,0
30,"30_42","operable",1,4,"free",0,0,1
30,"30_43","jealous_rage",0,4,"free",0,0,1
30,"30_44","operable",1,5,"prison",1,0,0
30,"30_45","operable",0,4,"mental_inst",0,1,0
30,"30_46","jealous_rage",1,2,"prison",1,0,0
30,"30_47","jealous_rage",0,6,"free",0,0,1
30,"30_48","operable",1,1,"mental_inst",0,1,0
30,"30_49","jealous_rage",0,2,"prison",1,0,0
30,"30_50","inoperable",1,2,"free",0,0,1
30,"30_51","jealous_rage",0,3,"free",0,0,1
30,"30_52","jealous_rage",1,7,"prison",1,0,0
30,"30_53","inoperable",0,3,"free",0,0,1
30,"30_54","jealous_rage",1,1,"free",0,0,1
30,"30_55","inoperable",0,1,"mental_inst",0,1,0
30,"30_56","operable",1,6,"free",0,0,1
30,"30_57","operable",0,5,"mental_inst",0,1,0
30,"30_58","operable",1,1,"free",0,0,1
30,"30_59","operable",0,4,"prison",1,0,0
30,"30_60","operable",1,1,"free",0,0,1
30,"30_61","operable",0,5,"mental_inst",0,1,0
30,"30_62","jealous_rage",1,1,"prison",1,0,0
30,"30_63","jealous_rage",0,4,"mental_inst",0,1,0
30,"30_64","jealous_rage",1,6,"mental_inst",0,1,0
30,"30_65","inoperable",0,6,"free",0,0,1
30,"30_66","jealous_rage",1,7,"mental_inst",0,1,0
30,"30_67","jealous_rage",0,6,"prison",1,0,0
30,"30_68","jealous_rage",1,2,"prison",1,0,0
30,"30_69","operable",0,7,"mental_inst",0,1,0
30,"30_70","operable",1,3,"free",0,0,1
30,"30_71","jealous_rage",0,3,"mental_inst",0,1,0
30,"30_72","inoperable",1,7,"free",0,0,1
30,"30_73","operable",0,2,"mental_inst",0,1,0
30,"30_74","inoperable",1,5,"free",0,0,1
30,"30_75","jealous_rage",0,5,"prison",1,0,0
30,"30_76","operable",1,4,"mental_inst",0,1,0
30,"30_77","operable",0,3,"free",0,0,1
30,"30_78","inoperable",1,6,"mental_inst",0,1,0
30,"30_79","inoperable",0,7,"free",0,0,1
30,"30_80","jealous_rage",1,4,"free",0,0,1
31,"31_1","operable",0,2,"free",0,0,1
31,"31_2","jealous_rage",1,5,"prison",1,0,0
31,"31_3","jealous_rage",0,7,"prison",1,0,0
31,"31_4","jealous_rage",1,6,"mental_inst",0,1,0
31,"31_5","inoperable",0,5,"prison",1,0,0
31,"31_6","operable",1,4,"free",0,0,1
31,"31_7","jealous_rage",0,5,"mental_inst",0,1,0
31,"31_8","operable",1,6,"prison",1,0,0
31,"31_9","inoperable",0,6,"mental_inst",0,1,0
31,"31_10","operable",1,7,"mental_inst",0,1,0
31,"31_11","jealous_rage",0,1,"mental_inst",0,1,0
31,"31_12","inoperable",1,7,"free",0,0,1
31,"31_13","inoperable",0,5,"free",0,0,1
31,"31_14","inoperable",1,5,"free",0,0,1
31,"31_15","operable",0,7,"prison",1,0,0
31,"31_16","inoperable",1,6,"prison",1,0,0
31,"31_17","inoperable",0,7,"prison",1,0,0
31,"31_18","jealous_rage",1,5,"free",0,0,1
31,"31_19","inoperable",0,5,"prison",1,0,0
31,"31_20","operable",1,3,"free",0,0,1
31,"31_21","jealous_rage",0,7,"free",0,0,1
31,"31_22","operable",1,3,"free",0,0,1
31,"31_23","inoperable",0,1,"free",0,0,1
31,"31_24","operable",1,5,"mental_inst",0,1,0
31,"31_25","operable",0,7,"prison",1,0,0
31,"31_26","jealous_rage",1,2,"prison",1,0,0
31,"31_27","jealous_rage",0,5,"mental_inst",0,1,0
31,"31_28","inoperable",1,5,"mental_inst",0,1,0
31,"31_29","inoperable",0,1,"prison",1,0,0
31,"31_30","jealous_rage",1,2,"mental_inst",0,1,0
31,"31_31","jealous_rage",0,1,"mental_inst",0,1,0
31,"31_32","inoperable",1,3,"mental_inst",0,1,0
31,"31_33","operable",0,2,"prison",1,0,0
31,"31_34","operable",1,1,"free",0,0,1
31,"31_35","inoperable",0,3,"prison",1,0,0
31,"31_36","inoperable",1,1,"prison",1,0,0
31,"31_37","operable",0,3,"prison",1,0,0
31,"31_38","jealous_rage",1,1,"mental_inst",0,1,0
31,"31_39","inoperable",0,7,"prison",1,0,0
31,"31_40","inoperable",1,5,"free",0,0,1
31,"31_41","operable",0,2,"mental_inst",0,1,0
31,"31_42","inoperable",1,4,"mental_inst",0,1,0
31,"31_43","jealous_rage",0,1,"prison",1,0,0
31,"31_44","jealous_rage",1,4,"mental_inst",0,1,0
31,"31_45","jealous_rage",0,2,"mental_inst",0,1,0
31,"31_46","operable",1,1,"free",0,0,1
31,"31_47","inoperable",0,2,"mental_inst",0,1,0
31,"31_48","jealous_rage",1,3,"mental_inst",0,1,0
31,"31_49","operable",0,4,"mental_inst",0,1,0
31,"31_50","jealous_rage",1,3,"mental_inst",0,1,0
31,"31_51","operable",0,2,"prison",1,0,0
31,"31_52","jealous_rage",1,1,"prison",1,0,0
31,"31_53","inoperable",0,1,"free",0,0,1
31,"31_54","operable",1,5,"free",0,0,1
31,"31_55","operable",0,7,"mental_inst",0,1,0
31,"31_56","operable",1,2,"mental_inst",0,1,0
31,"31_57","inoperable",0,5,"free",0,0,1
31,"31_58","inoperable",1,3,"mental_inst",0,1,0
31,"31_59","operable",0,3,"free",0,0,1
31,"31_60","inoperable",1,7,"prison",1,0,0
31,"31_61","inoperable",0,7,"free",0,0,1
31,"31_62","operable",1,1,"mental_inst",0,1,0
31,"31_63","jealous_rage",0,6,"free",0,0,1
31,"31_64","jealous_rage",1,7,"free",0,0,1
31,"31_65","inoperable",0,1,"mental_inst",0,1,0
31,"31_66","operable",1,2,"prison",1,0,0
31,"31_67","jealous_rage",0,1,"free",0,0,1
31,"31_68","inoperable",1,6,"free",0,0,1
31,"31_69","operable",0,4,"prison",1,0,0
31,"31_70","jealous_rage",1,6,"free",0,0,1
31,"31_71","operable",0,2,"free",0,0,1
31,"31_72","operable",1,7,"free",0,0,1
31,"31_73","jealous_rage",0,1,"mental_inst",0,1,0
31,"31_74","jealous_rage",1,2,"free",0,0,1
31,"31_75","inoperable",0,2,"mental_inst",0,1,0
31,"31_76","inoperable",1,4,"free",0,0,1
31,"31_77","jealous_rage",0,6,"mental_inst",0,1,0
31,"31_78","operable",1,1,"mental_inst",0,1,0
31,"31_79","inoperable",0,4,"free",0,0,1
31,"31_80","operable",1,2,"prison",1,0,0
32,"32_1","operable",0,1,"free",0,0,1
32,"32_2","inoperable",1,6,"free",0,0,1
32,"32_3","jealous_rage",0,1,"free",0,0,1
32,"32_4","inoperable",1,4,"prison",1,0,0
32,"32_5","operable",0,6,"mental_inst",0,1,0
32,"32_6","jealous_rage",1,5,"free",0,0,1
32,"32_7","operable",0,1,"prison",1,0,0
32,"32_8","jealous_rage",1,1,"free",0,0,1
32,"32_9","operable",0,2,"free",0,0,1
32,"32_10","inoperable",1,6,"prison",1,0,0
32,"32_11","operable",0,1,"prison",1,0,0
32,"32_12","jealous_rage",1,4,"prison",1,0,0
32,"32_13","jealous_rage",0,7,"free",0,0,1
32,"32_14","jealous_rage",1,2,"prison",1,0,0
32,"32_15","inoperable",0,6,"mental_inst",0,1,0
32,"32_16","operable",1,3,"mental_inst",0,1,0
32,"32_17","operable",0,5,"prison",1,0,0
32,"32_18","operable",1,6,"mental_inst",0,1,0
32,"32_19","inoperable",0,7,"mental_inst",0,1,0
32,"32_20","inoperable",1,4,"free",0,0,1
32,"32_21","inoperable",0,2,"prison",1,0,0
32,"32_22","inoperable",1,3,"mental_inst",0,1,0
32,"32_23","inoperable",0,3,"mental_inst",0,1,0
32,"32_24","operable",1,3,"prison",1,0,0
32,"32_25","jealous_rage",0,1,"mental_inst",0,1,0
32,"32_26","operable",1,6,"mental_inst",0,1,0
32,"32_27","inoperable",0,5,"prison",1,0,0
32,"32_28","inoperable",1,1,"mental_inst",0,1,0
32,"32_29","jealous_rage",0,1,"free",0,0,1
32,"32_30","inoperable",1,6,"free",0,0,1
32,"32_31","inoperable",0,2,"prison",1,0,0
32,"32_32","inoperable",1,3,"mental_inst",0,1,0
32,"32_33","jealous_rage",0,5,"mental_inst",0,1,0
32,"32_34","operable",1,2,"prison",1,0,0
32,"32_35","inoperable",0,7,"prison",1,0,0
32,"32_36","jealous_rage",1,3,"prison",1,0,0
32,"32_37","operable",0,4,"free",0,0,1
32,"32_38","operable",1,7,"mental_inst",0,1,0
32,"32_39","inoperable",0,7,"prison",1,0,0
32,"32_40","inoperable",1,1,"prison",1,0,0
32,"32_41","operable",0,4,"prison",1,0,0
32,"32_42","inoperable",1,5,"prison",1,0,0
32,"32_43","operable",0,4,"free",0,0,1
32,"32_44","jealous_rage",1,6,"free",0,0,1
32,"32_45","inoperable",0,2,"mental_inst",0,1,0
32,"32_46","inoperable",1,5,"free",0,0,1
32,"32_47","jealous_rage",0,7,"prison",1,0,0
32,"32_48","jealous_rage",1,7,"free",0,0,1
32,"32_49","operable",0,6,"free",0,0,1
32,"32_50","inoperable",1,1,"mental_inst",0,1,0
32,"32_51","inoperable",0,7,"free",0,0,1
32,"32_52","jealous_rage",1,3,"mental_inst",0,1,0
32,"32_53","jealous_rage",0,1,"prison",1,0,0
32,"32_54","inoperable",1,5,"free",0,0,1
32,"32_55","operable",0,1,"mental_inst",0,1,0
32,"32_56","inoperable",1,4,"free",0,0,1
32,"32_57","operable",0,2,"prison",1,0,0
32,"32_58","jealous_rage",1,4,"free",0,0,1
32,"32_59","operable",0,7,"prison",1,0,0
32,"32_60","inoperable",1,6,"prison",1,0,0
32,"32_61","inoperable",0,7,"prison",1,0,0
32,"32_62","operable",1,3,"mental_inst",0,1,0
32,"32_63","inoperable",0,4,"free",0,0,1
32,"32_64","inoperable",1,6,"free",0,0,1
32,"32_65","inoperable",0,2,"free",0,0,1
32,"32_66","inoperable",1,4,"mental_inst",0,1,0
32,"32_67","jealous_rage",0,5,"prison",1,0,0
32,"32_68","operable",1,2,"free",0,0,1
32,"32_69","operable",0,6,"prison",1,0,0
32,"32_70","inoperable",1,5,"mental_inst",0,1,0
32,"32_71","jealous_rage",0,2,"mental_inst",0,1,0
32,"32_72","inoperable",1,1,"free",0,0,1
32,"32_73","operable",0,2,"free",0,0,1
32,"32_74","jealous_rage",1,2,"mental_inst",0,1,0
32,"32_75","jealous_rage",0,7,"mental_inst",0,1,0
32,"32_76","operable",1,2,"prison",1,0,0
32,"32_77","inoperable",0,3,"free",0,0,1
32,"32_78","jealous_rage",1,1,"prison",1,0,0
32,"32_79","jealous_rage",0,1,"free",0,0,1
32,"32_80","jealous_rage",1,5,"mental_inst",0,1,0
33,"33_1","jealous_rage",0,3,"mental_inst",0,1,0
33,"33_2","operable",1,6,"free",0,0,1
33,"33_3","inoperable",0,1,"prison",1,0,0
33,"33_4","jealous_rage",1,4,"prison",1,0,0
33,"33_5","operable",0,1,"mental_inst",0,1,0
33,"33_6","inoperable",1,2,"prison",1,0,0
33,"33_7","jealous_rage",0,4,"prison",1,0,0
33,"33_8","inoperable",1,4,"prison",1,0,0
33,"33_9","inoperable",0,4,"free",0,0,1
33,"33_10","operable",1,2,"free",0,0,1
33,"33_11","jealous_rage",0,5,"free",0,0,1
33,"33_12","jealous_rage",1,7,"prison",1,0,0
33,"33_13","inoperable",0,5,"mental_inst",0,1,0
33,"33_14","inoperable",1,6,"prison",1,0,0
33,"33_15","operable",0,5,"prison",1,0,0
33,"33_16","operable",1,2,"mental_inst",0,1,0
33,"33_17","jealous_rage",0,6,"mental_inst",0,1,0
33,"33_18","inoperable",1,1,"mental_inst",0,1,0
33,"33_19","operable",0,1,"mental_inst",0,1,0
33,"33_20","inoperable",1,2,"free",0,0,1
33,"33_21","operable",0,6,"mental_inst",0,1,0
33,"33_22","inoperable",1,7,"free",0,0,1
33,"33_23","jealous_rage",0,6,"prison",1,0,0
33,"33_24","jealous_rage",1,3,"prison",1,0,0
33,"33_25","operable",0,4,"free",0,0,1
33,"33_26","jealous_rage",1,6,"mental_inst",0,1,0
33,"33_27","jealous_rage",0,7,"prison",1,0,0
33,"33_28","operable",1,7,"free",0,0,1
33,"33_29","jealous_rage",0,1,"mental_inst",0,1,0
33,"33_30","inoperable",1,7,"free",0,0,1
33,"33_31","inoperable",0,6,"prison",1,0,0
33,"33_32","inoperable",1,1,"free",0,0,1
33,"33_33","jealous_rage",0,4,"prison",1,0,0
33,"33_34","jealous_rage",1,4,"prison",1,0,0
33,"33_35","operable",0,5,"free",0,0,1
33,"33_36","jealous_rage",1,6,"prison",1,0,0
33,"33_37","inoperable",0,3,"free",0,0,1
33,"33_38","operable",1,3,"prison",1,0,0
33,"33_39","inoperable",0,1,"free",0,0,1
33,"33_40","operable",1,1,"free",0,0,1
33,"33_41","jealous_rage",0,2,"mental_inst",0,1,0
33,"33_42","inoperable",1,7,"prison",1,0,0
33,"33_43","inoperable",0,7,"free",0,0,1
33,"33_44","operable",1,7,"free",0,0,1
33,"33_45","jealous_rage",0,5,"prison",1,0,0
33,"33_46","jealous_rage",1,7,"free",0,0,1
33,"33_47","operable",0,1,"free",0,0,1
33,"33_48","inoperable",1,6,"prison",1,0,0
33,"33_49","jealous_rage",0,2,"prison",1,0,0
33,"33_50","operable",1,6,"free",0,0,1
33,"33_51","jealous_rage",0,4,"mental_inst",0,1,0
33,"33_52","inoperable",1,6,"free",0,0,1
33,"33_53","operable",0,1,"free",0,0,1
33,"33_54","inoperable",1,1,"prison",1,0,0
33,"33_55","jealous_rage",0,5,"mental_inst",0,1,0
33,"33_56","inoperable",1,2,"mental_inst",0,1,0
33,"33_57","inoperable",0,2,"mental_inst",0,1,0
33,"33_58","inoperable",1,5,"prison",1,0,0
33,"33_59","operable",0,4,"mental_inst",0,1,0
33,"33_60","inoperable",1,4,"prison",1,0,0
33,"33_61","jealous_rage",0,6,"prison",1,0,0
33,"33_62","inoperable",1,3,"mental_inst",0,1,0
33,"33_63","inoperable",0,2,"mental_inst",0,1,0
33,"33_64","jealous_rage",1,7,"mental_inst",0,1,0
33,"33_65","inoperable",0,7,"free",0,0,1
33,"33_66","operable",1,2,"prison",1,0,0
33,"33_67","jealous_rage",0,1,"free",0,0,1
33,"33_68","operable",1,4,"free",0,0,1
33,"33_69","inoperable",0,4,"prison",1,0,0
33,"33_70","operable",1,4,"prison",1,0,0
33,"33_71","inoperable",0,6,"prison",1,0,0
33,"33_72","operable",1,4,"free",0,0,1
33,"33_73","inoperable",0,5,"prison",1,0,0
33,"33_74","inoperable",1,1,"free",0,0,1
33,"33_75","operable",0,7,"mental_inst",0,1,0
33,"33_76","inoperable",1,1,"free",0,0,1
33,"33_77","jealous_rage",0,5,"free",0,0,1
33,"33_78","jealous_rage",1,3,"free",0,0,1
33,"33_79","jealous_rage",0,1,"mental_inst",0,1,0
33,"33_80","operable",1,2,"mental_inst",0,1,0
34,"34_1","operable",0,3,"free",0,0,1
34,"34_2","jealous_rage",1,1,"prison",1,0,0
34,"34_3","jealous_rage",0,1,"mental_inst",0,1,0
34,"34_4","jealous_rage",1,7,"prison",1,0,0
34,"34_5","operable",0,1,"free",0,0,1
34,"34_6","operable",1,3,"prison",1,0,0
34,"34_7","jealous_rage",0,5,"mental_inst",0,1,0
34,"34_8","inoperable",1,6,"prison",1,0,0
34,"34_9","inoperable",0,4,"prison",1,0,0
34,"34_10","inoperable",1,1,"free",0,0,1
34,"34_11","inoperable",0,3,"mental_inst",0,1,0
34,"34_12","operable",1,2,"free",0,0,1
34,"34_13","operable",0,2,"prison",1,0,0
34,"34_14","jealous_rage",1,1,"free",0,0,1
34,"34_15","operable",0,5,"free",0,0,1
34,"34_16","inoperable",1,3,"mental_inst",0,1,0
34,"34_17","jealous_rage",0,2,"prison",1,0,0
34,"34_18","inoperable",1,4,"mental_inst",0,1,0
34,"34_19","inoperable",0,7,"free",0,0,1
34,"34_20","jealous_rage",1,1,"prison",1,0,0
34,"34_21","jealous_rage",0,7,"free",0,0,1
34,"34_22","jealous_rage",1,5,"free",0,0,1
34,"34_23","operable",0,4,"mental_inst",0,1,0
34,"34_24","operable",1,2,"prison",1,0,0
34,"34_25","jealous_rage",0,6,"free",0,0,1
34,"34_26","operable",1,3,"free",0,0,1
34,"34_27","operable",0,5,"prison",1,0,0
34,"34_28","operable",1,3,"free",0,0,1
34,"34_29","inoperable",0,6,"free",0,0,1
34,"34_30","jealous_rage",1,7,"mental_inst",0,1,0
34,"34_31","operable",0,2,"free",0,0,1
34,"34_32","operable",1,3,"mental_inst",0,1,0
34,"34_33","jealous_rage",0,1,"mental_inst",0,1,0
34,"34_34","inoperable",1,7,"prison",1,0,0
34,"34_35","operable",0,5,"prison",1,0,0
34,"34_36","operable",1,3,"free",0,0,1
34,"34_37","inoperable",0,2,"mental_inst",0,1,0
34,"34_38","jealous_rage",1,5,"free",0,0,1
34,"34_39","inoperable",0,7,"free",0,0,1
34,"34_40","jealous_rage",1,2,"mental_inst",0,1,0
34,"34_41","operable",0,2,"mental_inst",0,1,0
34,"34_42","inoperable",1,7,"free",0,0,1
34,"34_43","operable",0,7,"mental_inst",0,1,0
34,"34_44","jealous_rage",1,2,"prison",1,0,0
34,"34_45","operable",0,1,"free",0,0,1
34,"34_46","operable",1,2,"prison",1,0,0
34,"34_47","inoperable",0,6,"free",0,0,1
34,"34_48","jealous_rage",1,4,"mental_inst",0,1,0
34,"34_49","inoperable",0,3,"prison",1,0,0
34,"34_50","operable",1,7,"mental_inst",0,1,0
34,"34_51","inoperable",0,5,"free",0,0,1
34,"34_52","operable",1,6,"free",0,0,1
34,"34_53","operable",0,1,"mental_inst",0,1,0
34,"34_54","operable",1,7,"prison",1,0,0
34,"34_55","jealous_rage",0,4,"prison",1,0,0
34,"34_56","inoperable",1,5,"prison",1,0,0
34,"34_57","operable",0,5,"free",0,0,1
34,"34_58","inoperable",1,5,"prison",1,0,0
34,"34_59","jealous_rage",0,7,"prison",1,0,0
34,"34_60","jealous_rage",1,4,"free",0,0,1
34,"34_61","jealous_rage",0,1,"prison",1,0,0
34,"34_62","inoperable",1,5,"free",0,0,1
34,"34_63","inoperable",0,3,"prison",1,0,0
34,"34_64","inoperable",1,1,"prison",1,0,0
34,"34_65","inoperable",0,6,"prison",1,0,0
34,"34_66","inoperable",1,5,"mental_inst",0,1,0
34,"34_67","inoperable",0,4,"mental_inst",0,1,0
34,"34_68","operable",1,5,"mental_inst",0,1,0
34,"34_69","inoperable",0,7,"free",0,0,1
34,"34_70","jealous_rage",1,1,"prison",1,0,0
34,"34_71","inoperable",0,7,"mental_inst",0,1,0
34,"34_72","operable",1,6,"mental_inst",0,1,0
34,"34_73","inoperable",0,1,"free",0,0,1
34,"34_74","jealous_rage",1,3,"free",0,0,1
34,"34_75","operable",0,5,"prison",1,0,0
34,"34_76","inoperable",1,4,"free",0,0,1
34,"34_77","inoperable",0,6,"free",0,0,1
34,"34_78","jealous_rage",1,1,"free",0,0,1
34,"34_79","inoperable",0,4,"mental_inst",0,1,0
34,"34_80","operable",1,5,"mental_inst",0,1,0
35,"35_1","inoperable",0,1,"prison",1,0,0
35,"35_2","jealous_rage",1,7,"prison",1,0,0
35,"35_3","jealous_rage",0,7,"free",0,0,1
35,"35_4","operable",1,7,"prison",1,0,0
35,"35_5","inoperable",0,2,"free",0,0,1
35,"35_6","operable",1,5,"mental_inst",0,1,0
35,"35_7","inoperable",0,4,"prison",1,0,0
35,"35_8","inoperable",1,2,"prison",1,0,0
35,"35_9","inoperable",0,6,"prison",1,0,0
35,"35_10","inoperable",1,3,"prison",1,0,0
35,"35_11","jealous_rage",0,7,"prison",1,0,0
35,"35_12","inoperable",1,6,"free",0,0,1
35,"35_13","operable",0,1,"prison",1,0,0
35,"35_14","inoperable",1,3,"mental_inst",0,1,0
35,"35_15","jealous_rage",0,5,"prison",1,0,0
35,"35_16","operable",1,4,"mental_inst",0,1,0
35,"35_17","inoperable",0,3,"prison",1,0,0
35,"35_18","inoperable",1,3,"mental_inst",0,1,0
35,"35_19","inoperable",0,2,"mental_inst",0,1,0
35,"35_20","operable",1,6,"free",0,0,1
35,"35_21","jealous_rage",0,1,"prison",1,0,0
35,"35_22","inoperable",1,6,"free",0,0,1
35,"35_23","inoperable",0,1,"free",0,0,1
35,"35_24","inoperable",1,7,"mental_inst",0,1,0
